season,week,celebrity_name,ballroom_partner,celebrity_industry,age,results,placement,elim_week,J_total,active,J_sum_week,J_pct,eliminated,contestant_id,total_judge_score,judge_percent,exit_week
9,5,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,242.0,0.0,False,9_Kathy Ireland,0.0,0.0,2.0
9,6,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,259.9991,0.0,False,9_Kathy Ireland,0.0,0.0,2.0
9,7,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,175.5,0.0,False,9_Kathy Ireland,0.0,0.0,2.0
9,8,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,131.0,0.0,False,9_Kathy Ireland,0.0,0.0,2.0
9,9,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,106.6663,0.0,False,9_Kathy Ireland,0.0,0.0,2.0
9,10,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,82.5552,0.0,False,9_Kathy Ireland,0.0,0.0,2.0
9,1,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,19.9999,True,405.9984,0.0492610315705677,False,9_Tom DeLay,19.9999,0.0492610315705677,
9,2,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,18.0,True,294.0,0.0612244897959183,False,9_Tom DeLay,18.0,0.0612244897959183,
9,3,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,15.0,True,258.0,0.0581395348837209,False,9_Tom DeLay,15.0,0.0581395348837209,
9,4,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,0.0,False,242.0,0.0,False,9_Tom DeLay,0.0,0.0,
9,5,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,0.0,False,242.0,0.0,False,9_Tom DeLay,0.0,0.0,
9,6,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,0.0,False,259.9991,0.0,False,9_Tom DeLay,0.0,0.0,
9,7,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,0.0,False,175.5,0.0,False,9_Tom DeLay,0.0,0.0,
9,8,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,0.0,False,131.0,0.0,False,9_Tom DeLay,0.0,0.0,
9,9,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,0.0,False,106.6663,0.0,False,9_Tom DeLay,0.0,0.0,
9,10,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,0.0,False,82.5552,0.0,False,9_Tom DeLay,0.0,0.0,
9,1,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,18.9999,True,405.9984,0.0467979676767199,True,9_Macy Gray,18.9999,0.0467979676767199,1.0
9,2,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,294.0,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,3,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,258.0,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,4,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,242.0,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,5,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,242.0,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,6,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,259.9991,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,7,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,175.5,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,8,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,131.0,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,9,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,106.6663,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,10,Macy Gray,Jonathan Roberts,Singer/Rapper,42,Eliminated Week 1,15,1.0,0.0,False,82.5552,0.0,False,9_Macy Gray,0.0,0.0,1.0
9,1,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,31.999899999999997,True,405.9984,0.078817798296742,False,9_Aaron Carter,31.999899999999997,0.078817798296742,8.0
9,2,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,27.0,True,294.0,0.0918367346938775,False,9_Aaron Carter,27.0,0.0918367346938775,8.0
9,3,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,21.0,True,258.0,0.0813953488372093,False,9_Aaron Carter,21.0,0.0813953488372093,8.0
9,4,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,18.0,True,242.0,0.0743801652892562,False,9_Aaron Carter,18.0,0.0743801652892562,8.0
9,5,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,24.0,True,242.0,0.0991735537190082,False,9_Aaron Carter,24.0,0.0991735537190082,8.0
9,6,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,32.9998,True,259.9991,0.1269227470402782,False,9_Aaron Carter,32.9998,0.1269227470402782,8.0
9,7,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,26.5,True,175.5,0.150997150997151,False,9_Aaron Carter,26.5,0.150997150997151,8.0
9,8,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,25.0,True,131.0,0.1908396946564885,True,9_Aaron Carter,25.0,0.1908396946564885,8.0
9,9,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,0.0,False,106.6663,0.0,False,9_Aaron Carter,0.0,0.0,8.0
9,10,Aaron Carter,Karina Smirnoff,Singer/Rapper,21,Eliminated Week 8,5,8.0,0.0,False,82.5552,0.0,False,9_Aaron Carter,0.0,0.0,8.0
9,1,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,30.999899999999997,True,405.9984,0.0763547344028941,False,9_Mya,30.999899999999997,0.0763547344028941,
9,2,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,27.0,True,294.0,0.0918367346938775,False,9_Mya,27.0,0.0918367346938775,
9,3,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,27.0,True,258.0,0.1046511627906976,False,9_Mya,27.0,0.1046511627906976,
9,4,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,28.0,True,242.0,0.1157024793388429,False,9_Mya,28.0,0.1157024793388429,
9,5,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,27.0,True,242.0,0.1115702479338843,False,9_Mya,27.0,0.1115702479338843,
9,6,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,33.0,True,259.9991,0.1269235162737101,False,9_Mya,33.0,0.1269235162737101,
9,7,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,24.5,True,175.5,0.1396011396011396,False,9_Mya,24.5,0.1396011396011396,
9,8,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,29.5,True,131.0,0.2251908396946564,False,9_Mya,29.5,0.2251908396946564,
9,9,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,28.9999,True,106.6663,0.2718749970703024,False,9_Mya,28.9999,0.2718749970703024,
9,10,Mya,Dmitry Chaplin,Singer/Rapper,29,2nd Place,2,,28.3332,True,82.5552,0.3432030932030931,False,9_Mya,28.3332,0.3432030932030931,
9,1,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,29.999899999999997,True,405.9984,0.0738916705090463,False,9_Donny Osmond,29.999899999999997,0.0738916705090463,
9,2,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,25.0,True,294.0,0.0850340136054421,False,9_Donny Osmond,25.0,0.0850340136054421,
9,3,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,21.0,True,258.0,0.0813953488372093,False,9_Donny Osmond,21.0,0.0813953488372093,
9,4,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,24.0,True,242.0,0.0991735537190082,False,9_Donny Osmond,24.0,0.0991735537190082,
9,5,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,29.0,True,242.0,0.1198347107438016,False,9_Donny Osmond,29.0,0.1198347107438016,
9,6,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,30.999899999999997,True,259.9991,0.1192307973373753,False,9_Donny Osmond,30.999899999999997,0.1192307973373753,
9,7,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,26.0,True,175.5,0.1481481481481481,False,9_Donny Osmond,26.0,0.1481481481481481,
9,8,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,25.0,True,131.0,0.1908396946564885,False,9_Donny Osmond,25.0,0.1908396946564885,
9,9,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,24.666600000000003,True,106.6663,0.2312501699224591,False,9_Donny Osmond,24.666600000000003,0.2312501699224591,
9,10,Donny Osmond,Kym Johnson,Singer/Rapper,51,1st Place,1,,28.9998,True,82.5552,0.3512776905634048,False,9_Donny Osmond,28.9998,0.3512776905634048,
9,1,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,30.9998,True,405.9984,0.0763544880965048,False,9_Kelly Osbourne,30.9998,0.0763544880965048,
9,2,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,19.0,True,294.0,0.064625850340136,False,9_Kelly Osbourne,19.0,0.064625850340136,
9,3,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,20.0,True,258.0,0.0775193798449612,False,9_Kelly Osbourne,20.0,0.0775193798449612,
9,4,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,23.0,True,242.0,0.0950413223140495,False,9_Kelly Osbourne,23.0,0.0950413223140495,
9,5,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,24.0,True,242.0,0.0991735537190082,False,9_Kelly Osbourne,24.0,0.0991735537190082,
9,6,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,24.9998,True,259.9991,0.096153409761803,False,9_Kelly Osbourne,24.9998,0.096153409761803,
9,7,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,26.0,True,175.5,0.1481481481481481,False,9_Kelly Osbourne,26.0,0.1481481481481481,
9,8,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,25.5,True,131.0,0.1946564885496183,False,9_Kelly Osbourne,25.5,0.1946564885496183,
9,9,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,25.9998,True,106.6663,0.2437489628870599,False,9_Kelly Osbourne,25.9998,0.2437489628870599,
9,10,Kelly Osbourne,Louis van Amstel,TV Personality,24,3rd Place,3,,25.2222,True,82.5552,0.305519216233502,False,9_Kelly Osbourne,25.2222,0.305519216233502,
10,1,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,15.0,True,209.0,0.0717703349282296,False,10_Aiden Turner,15.0,0.0717703349282296,4.0
10,2,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,19.0,True,220.0,0.0863636363636363,False,10_Aiden Turner,19.0,0.0863636363636363,4.0
10,3,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,20.0,True,203.0,0.0985221674876847,False,10_Aiden Turner,20.0,0.0985221674876847,4.0
10,4,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,16.5,True,185.5,0.0889487870619946,True,10_Aiden Turner,16.5,0.0889487870619946,4.0
10,5,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,0.0,False,173.0,0.0,False,10_Aiden Turner,0.0,0.0,4.0
10,6,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,0.0,False,208.9993,0.0,False,10_Aiden Turner,0.0,0.0,4.0
10,7,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,0.0,False,155.5,0.0,False,10_Aiden Turner,0.0,0.0,4.0
10,8,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,0.0,False,126.5,0.0,False,10_Aiden Turner,0.0,0.0,4.0
10,9,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,0.0,False,113.0,0.0,False,10_Aiden Turner,0.0,0.0,4.0
10,10,Aiden Turner,Edyta Sliwinska,Actor/Actress,32,Eliminated Week 4,9,4.0,0.0,False,82.6662,0.0,False,10_Aiden Turner,0.0,0.0,4.0
10,1,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,18.0,True,209.0,0.0861244019138756,False,10_Shannen Doherty,18.0,0.0861244019138756,2.0
10,2,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,20.0,True,220.0,0.0909090909090909,True,10_Shannen Doherty,20.0,0.0909090909090909,2.0
10,3,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,203.0,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,4,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,185.5,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,5,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,173.0,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,6,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,208.9993,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,7,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,155.5,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,8,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,126.5,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,9,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,113.0,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,10,Shannen Doherty,Mark Ballas,Actor/Actress,38,Eliminated Week 2,11,2.0,0.0,False,82.6662,0.0,False,10_Shannen Doherty,0.0,0.0,2.0
10,1,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,18.0,True,209.0,0.0861244019138756,False,10_Niecy Nash,18.0,0.0861244019138756,8.0
10,2,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,21.0,True,220.0,0.0954545454545454,False,10_Niecy Nash,21.0,0.0954545454545454,8.0
10,3,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,21.0,True,203.0,0.1034482758620689,False,10_Niecy Nash,21.0,0.1034482758620689,8.0
10,4,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,18.0,True,185.5,0.0970350404312668,False,10_Niecy Nash,18.0,0.0970350404312668,8.0
10,5,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,18.0,True,173.0,0.1040462427745664,False,10_Niecy Nash,18.0,0.1040462427745664,8.0
10,6,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,25.9998,True,208.9993,0.1244013735931173,False,10_Niecy Nash,25.9998,0.1244013735931173,8.0
10,7,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,24.5,True,155.5,0.157556270096463,False,10_Niecy Nash,24.5,0.157556270096463,8.0
10,8,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,21.5,True,126.5,0.1699604743083003,True,10_Niecy Nash,21.5,0.1699604743083003,8.0
10,9,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,0.0,False,113.0,0.0,False,10_Niecy Nash,0.0,0.0,8.0
10,10,Niecy Nash,Louis van Amstel,Actor/Actress,40,Eliminated Week 8,5,8.0,0.0,False,82.6662,0.0,False,10_Niecy Nash,0.0,0.0,8.0
10,1,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,14.0,True,209.0,0.0669856459330143,False,10_Buzz Aldrin,14.0,0.0669856459330143,3.0
10,2,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,12.0,True,220.0,0.0545454545454545,False,10_Buzz Aldrin,12.0,0.0545454545454545,3.0
10,3,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,13.0,True,203.0,0.064039408866995,True,10_Buzz Aldrin,13.0,0.064039408866995,3.0
10,4,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,0.0,False,185.5,0.0,False,10_Buzz Aldrin,0.0,0.0,3.0
10,5,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,0.0,False,173.0,0.0,False,10_Buzz Aldrin,0.0,0.0,3.0
10,6,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,0.0,False,208.9993,0.0,False,10_Buzz Aldrin,0.0,0.0,3.0
10,7,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,0.0,False,155.5,0.0,False,10_Buzz Aldrin,0.0,0.0,3.0
10,8,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,0.0,False,126.5,0.0,False,10_Buzz Aldrin,0.0,0.0,3.0
10,9,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,0.0,False,113.0,0.0,False,10_Buzz Aldrin,0.0,0.0,3.0
10,10,Buzz Aldrin,Ashly DelGrosso,Astronaut,80,Eliminated Week 3,10,3.0,0.0,False,82.6662,0.0,False,10_Buzz Aldrin,0.0,0.0,3.0
10,1,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,18.0,True,209.0,0.0861244019138756,False,10_Chad Ochocinco,18.0,0.0861244019138756,9.0
10,2,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,16.0,True,220.0,0.0727272727272727,False,10_Chad Ochocinco,16.0,0.0727272727272727,9.0
10,3,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,20.0,True,203.0,0.0985221674876847,False,10_Chad Ochocinco,20.0,0.0985221674876847,9.0
10,4,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,22.0,True,185.5,0.1185983827493261,False,10_Chad Ochocinco,22.0,0.1185983827493261,9.0
10,5,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,18.0,True,173.0,0.1040462427745664,False,10_Chad Ochocinco,18.0,0.1040462427745664,9.0
10,6,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,30.999899999999997,True,208.9993,0.1483253771663349,False,10_Chad Ochocinco,30.999899999999997,0.1483253771663349,9.0
10,7,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,26.0,True,155.5,0.1672025723472668,False,10_Chad Ochocinco,26.0,0.1672025723472668,9.0
10,8,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,22.5,True,126.5,0.1778656126482213,False,10_Chad Ochocinco,22.5,0.1778656126482213,9.0
10,9,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,26.0,True,113.0,0.2300884955752212,True,10_Chad Ochocinco,26.0,0.2300884955752212,9.0
10,10,Chad Ochocinco,Cheryl Burke,Athlete,32,Eliminated Week 9,4,9.0,0.0,False,82.6662,0.0,False,10_Chad Ochocinco,0.0,0.0,9.0
10,1,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,23.0,True,209.0,0.1100478468899521,False,10_Evan Lysacek,23.0,0.1100478468899521,
10,2,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,24.0,True,220.0,0.109090909090909,False,10_Evan Lysacek,24.0,0.109090909090909,
10,3,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,26.0,True,203.0,0.1280788177339901,False,10_Evan Lysacek,26.0,0.1280788177339901,
10,4,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,26.0,True,185.5,0.1401617250673854,False,10_Evan Lysacek,26.0,0.1401617250673854,
10,5,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,27.0,True,173.0,0.1560693641618497,False,10_Evan Lysacek,27.0,0.1560693641618497,
10,6,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,27.0,True,208.9993,0.1291870355546645,False,10_Evan Lysacek,27.0,0.1291870355546645,
10,7,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,27.0,True,155.5,0.1736334405144694,False,10_Evan Lysacek,27.0,0.1736334405144694,
10,8,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,26.5,True,126.5,0.2094861660079051,False,10_Evan Lysacek,26.5,0.2094861660079051,
10,9,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,29.5,True,113.0,0.2610619469026549,False,10_Evan Lysacek,29.5,0.2610619469026549,
10,10,Evan Lysacek,Anna Trebunskaya,Athlete,24,2nd Place,2,,26.888699999999996,True,82.6662,0.325268368450467,False,10_Evan Lysacek,26.888699999999996,0.325268368450467,
10,1,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,21.0,True,209.0,0.1004784688995215,False,10_Pamela Anderson,21.0,0.1004784688995215,7.0
10,2,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,22.0,True,220.0,0.1,False,10_Pamela Anderson,22.0,0.1,7.0
10,3,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,21.0,True,203.0,0.1034482758620689,False,10_Pamela Anderson,21.0,0.1034482758620689,7.0
10,4,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,23.5,True,185.5,0.1266846361185983,False,10_Pamela Anderson,23.5,0.1266846361185983,7.0
10,5,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,21.0,True,173.0,0.1213872832369942,False,10_Pamela Anderson,21.0,0.1213872832369942,7.0
10,6,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,29.9998,True,208.9993,0.1435401936752898,False,10_Pamela Anderson,29.9998,0.1435401936752898,7.0
10,7,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,25.5,True,155.5,0.1639871382636656,True,10_Pamela Anderson,25.5,0.1639871382636656,7.0
10,8,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,0.0,False,126.5,0.0,False,10_Pamela Anderson,0.0,0.0,7.0
10,9,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,0.0,False,113.0,0.0,False,10_Pamela Anderson,0.0,0.0,7.0
10,10,Pamela Anderson,Damian Whitewood,Model,42,Eliminated Week 7,6,7.0,0.0,False,82.6662,0.0,False,10_Pamela Anderson,0.0,0.0,7.0
10,1,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,25.0,True,209.0,0.1196172248803827,False,10_Nicole Scherzinger,25.0,0.1196172248803827,
10,2,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,28.0,True,220.0,0.1272727272727272,False,10_Nicole Scherzinger,28.0,0.1272727272727272,
10,3,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,23.0,True,203.0,0.1133004926108374,False,10_Nicole Scherzinger,23.0,0.1133004926108374,
10,4,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,25.0,True,185.5,0.1347708894878706,False,10_Nicole Scherzinger,25.0,0.1347708894878706,
10,5,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,29.0,True,173.0,0.1676300578034682,False,10_Nicole Scherzinger,29.0,0.1676300578034682,
10,6,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,35.9999,True,208.9993,0.1722489022690506,False,10_Nicole Scherzinger,35.9999,0.1722489022690506,
10,7,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,27.0,True,155.5,0.1736334405144694,False,10_Nicole Scherzinger,27.0,0.1736334405144694,
10,8,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,29.5,True,126.5,0.233201581027668,False,10_Nicole Scherzinger,29.5,0.233201581027668,
10,9,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,29.5,True,113.0,0.2610619469026549,False,10_Nicole Scherzinger,29.5,0.2610619469026549,
10,10,Nicole Scherzinger,Derek Hough,Singer/Rapper,31,1st Place,1,,28.7777,True,82.6662,0.3481193038992962,False,10_Nicole Scherzinger,28.7777,0.3481193038992962,
10,1,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,21.0,True,209.0,0.1004784688995215,False,10_Erin Andrews,21.0,0.1004784688995215,
10,2,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,23.0,True,220.0,0.1045454545454545,False,10_Erin Andrews,23.0,0.1045454545454545,
10,3,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,23.0,True,203.0,0.1133004926108374,False,10_Erin Andrews,23.0,0.1133004926108374,
10,4,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,19.5,True,185.5,0.105121293800539,False,10_Erin Andrews,19.5,0.105121293800539,
10,5,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,22.0,True,173.0,0.1271676300578034,False,10_Erin Andrews,22.0,0.1271676300578034,
10,6,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,34.0,True,208.9993,0.1626799706984664,False,10_Erin Andrews,34.0,0.1626799706984664,
10,7,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,25.5,True,155.5,0.1639871382636656,False,10_Erin Andrews,25.5,0.1639871382636656,
10,8,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,26.5,True,126.5,0.2094861660079051,False,10_Erin Andrews,26.5,0.2094861660079051,
10,9,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,28.0,True,113.0,0.247787610619469,False,10_Erin Andrews,28.0,0.247787610619469,
10,10,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,32,3rd Place,3,,26.9998,True,82.6662,0.3266123276502367,False,10_Erin Andrews,26.9998,0.3266123276502367,
10,1,Kate Gosselin,Tony Dovolani,TV Personality,35,Eliminated Week 5,8,5.0,16.0,True,209.0,0.0765550239234449,False,10_Kate Gosselin,16.0,0.0765550239234449,5.0
