season,week,celebrity_name,ballroom_partner,celebrity_industry,age,results,placement,elim_week,J_total,active,J_sum_week,J_pct,eliminated,contestant_id
8,7,Shawn Johnson,Mark Ballas,Athlete,17,1st Place,1,,28.0,True,182.0,0.15384615384615385,False,8_Shawn Johnson
8,8,Shawn Johnson,Mark Ballas,Athlete,17,1st Place,1,,26.0,True,156.0,0.16666666666666666,False,8_Shawn Johnson
8,9,Shawn Johnson,Mark Ballas,Athlete,17,1st Place,1,,28.0,True,133.5,0.20973782771535582,False,8_Shawn Johnson
8,10,Shawn Johnson,Mark Ballas,Athlete,17,1st Place,1,,28.0,True,109.5,0.2557077625570776,False,8_Shawn Johnson
8,11,Shawn Johnson,Mark Ballas,Athlete,17,1st Place,1,,30.0,True,87.5,0.34285714285714286,False,8_Shawn Johnson
8,1,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,13.0,True,243.0,0.053497942386831275,False,8_Steve Wozniak
8,2,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,17.0,True,265.0,0.06415094339622641,False,8_Steve Wozniak
8,3,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,10.0,True,254.0,0.03937007874015748,False,8_Steve Wozniak
8,4,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,12.0,True,242.0,0.049586776859504134,True,8_Steve Wozniak
8,5,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,0.0,False,210.0,0.0,False,8_Steve Wozniak
8,6,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,0.0,False,186.0,0.0,False,8_Steve Wozniak
8,7,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,0.0,False,182.0,0.0,False,8_Steve Wozniak
8,8,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,0.0,False,156.0,0.0,False,8_Steve Wozniak
8,9,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,0.0,False,133.5,0.0,False,8_Steve Wozniak
8,10,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,0.0,False,109.5,0.0,False,8_Steve Wozniak
8,11,Steve Wozniak,Karina Smirnoff,Entrepreneur,58,Eliminated Week 4,10,4.0,0.0,False,87.5,0.0,False,8_Steve Wozniak
8,1,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,17.0,True,243.0,0.06995884773662552,False,8_Belinda Carlisle
8,2,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,18.0,True,265.0,0.06792452830188679,True,8_Belinda Carlisle
8,3,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,254.0,0.0,False,8_Belinda Carlisle
8,4,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,242.0,0.0,False,8_Belinda Carlisle
8,5,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,210.0,0.0,False,8_Belinda Carlisle
8,6,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,186.0,0.0,False,8_Belinda Carlisle
8,7,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,182.0,0.0,False,8_Belinda Carlisle
8,8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,156.0,0.0,False,8_Belinda Carlisle
8,9,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,133.5,0.0,False,8_Belinda Carlisle
8,10,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,109.5,0.0,False,8_Belinda Carlisle
8,11,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,50,Eliminated Week 2,13,2.0,0.0,False,87.5,0.0,False,8_Belinda Carlisle
8,1,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,20.0,True,243.0,0.0823045267489712,False,8_Chuck Wicks
8,2,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,20.0,True,265.0,0.07547169811320754,False,8_Chuck Wicks
8,3,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,23.0,True,254.0,0.09055118110236221,False,8_Chuck Wicks
8,4,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,22.0,True,242.0,0.09090909090909091,False,8_Chuck Wicks
8,5,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,23.0,True,210.0,0.10952380952380952,False,8_Chuck Wicks
8,6,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,23.0,True,186.0,0.12365591397849462,False,8_Chuck Wicks
8,7,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,27.0,True,182.0,0.14835164835164835,False,8_Chuck Wicks
8,8,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,25.5,True,156.0,0.16346153846153846,True,8_Chuck Wicks
8,9,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,0.0,False,133.5,0.0,False,8_Chuck Wicks
8,10,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,0.0,False,109.5,0.0,False,8_Chuck Wicks
8,11,Chuck Wicks,Julianne Hough,Singer/Rapper,29,Eliminated Week 8,6,8.0,0.0,False,87.5,0.0,False,8_Chuck Wicks
8,1,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,21.0,True,243.0,0.08641975308641975,False,8_Lil' Kim
8,2,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,23.0,True,265.0,0.08679245283018867,False,8_Lil' Kim
8,3,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,25.0,True,254.0,0.0984251968503937,False,8_Lil' Kim
8,4,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,27.0,True,242.0,0.1115702479338843,False,8_Lil' Kim
8,5,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,26.0,True,210.0,0.12380952380952381,False,8_Lil' Kim
8,6,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,28.0,True,186.0,0.15053763440860216,False,8_Lil' Kim
8,7,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,26.0,True,182.0,0.14285714285714285,False,8_Lil' Kim
8,8,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,28.0,True,156.0,0.1794871794871795,False,8_Lil' Kim
8,9,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,26.0,True,133.5,0.1947565543071161,True,8_Lil' Kim
8,10,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,0.0,False,109.5,0.0,False,8_Lil' Kim
8,11,Lil' Kim,Derek Hough,Singer/Rapper,34,Eliminated Week 9,5,9.0,0.0,False,87.5,0.0,False,8_Lil' Kim
8,1,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,17.0,True,243.0,0.06995884773662552,False,8_Steve-O
8,2,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,14.0,True,265.0,0.052830188679245285,False,8_Steve-O
8,3,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,15.0,True,254.0,0.05905511811023622,False,8_Steve-O
8,4,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,15.0,True,242.0,0.06198347107438017,False,8_Steve-O
8,5,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,18.0,True,210.0,0.08571428571428572,False,8_Steve-O
8,6,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,16.0,True,186.0,0.08602150537634409,True,8_Steve-O
8,7,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,0.0,False,182.0,0.0,False,8_Steve-O
8,8,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,0.0,False,156.0,0.0,False,8_Steve-O
8,9,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,0.0,False,133.5,0.0,False,8_Steve-O
8,10,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,0.0,False,109.5,0.0,False,8_Steve-O
8,11,Steve-O,Lacey Schwimmer,TV Personality,34,Eliminated Week 6,8,6.0,0.0,False,87.5,0.0,False,8_Steve-O
8,1,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,18.0,True,243.0,0.07407407407407407,False,8_Holly Madison
8,2,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,18.0,True,265.0,0.06792452830188679,False,8_Holly Madison
8,3,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,17.0,True,254.0,0.06692913385826772,False,8_Holly Madison
8,4,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,16.0,True,242.0,0.06611570247933884,True,8_Holly Madison
8,5,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,0.0,False,210.0,0.0,False,8_Holly Madison
8,6,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,0.0,False,186.0,0.0,False,8_Holly Madison
8,7,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,0.0,False,182.0,0.0,False,8_Holly Madison
8,8,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,0.0,False,156.0,0.0,False,8_Holly Madison
8,9,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,0.0,False,133.5,0.0,False,8_Holly Madison
8,10,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,0.0,False,109.5,0.0,False,8_Holly Madison
8,11,Holly Madison,Dmitry Chaplin,TV Personality,30,Eliminated Week 4,11,4.0,0.0,False,87.5,0.0,False,8_Holly Madison
8,1,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,23.0,True,243.0,0.09465020576131687,False,8_Melissa Rycroft
8,2,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,26.0,True,265.0,0.09811320754716982,False,8_Melissa Rycroft
8,3,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,27.0,True,254.0,0.1062992125984252,False,8_Melissa Rycroft
8,4,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,29.0,True,242.0,0.11983471074380166,False,8_Melissa Rycroft
8,5,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,25.0,True,210.0,0.11904761904761904,False,8_Melissa Rycroft
8,6,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,27.0,True,186.0,0.14516129032258066,False,8_Melissa Rycroft
8,7,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,29.0,True,182.0,0.15934065934065933,False,8_Melissa Rycroft
8,8,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,23.0,True,156.0,0.14743589743589744,False,8_Melissa Rycroft
8,9,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,28.5,True,133.5,0.21348314606741572,False,8_Melissa Rycroft
8,10,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,27.5,True,109.5,0.2511415525114155,False,8_Melissa Rycroft
8,11,Melissa Rycroft,Tony Dovolani,TV Personality,26,3rd Place,3,,28.5,True,87.5,0.32571428571428573,False,8_Melissa Rycroft
9,1,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,18.9999,True,405.9984,0.046797967676719905,True,9_Ashley Hamiliton
9,2,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,294.0,0.0,False,9_Ashley Hamiliton
9,3,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,258.0,0.0,False,9_Ashley Hamiliton
9,4,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,242.0,0.0,False,9_Ashley Hamiliton
9,5,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,242.0,0.0,False,9_Ashley Hamiliton
9,6,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,259.9991,0.0,False,9_Ashley Hamiliton
9,7,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,175.5,0.0,False,9_Ashley Hamiliton
9,8,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,131.0,0.0,False,9_Ashley Hamiliton
9,9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,106.6663,0.0,False,9_Ashley Hamiliton
9,10,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,34,Eliminated Week 1,16,1.0,0.0,False,82.5552,0.0,False,9_Ashley Hamiliton
9,1,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,22.0,True,405.9984,0.05418740566465287,False,9_Debi Mazar
9,2,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,21.0,True,294.0,0.07142857142857142,False,9_Debi Mazar
9,3,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,17.0,True,258.0,0.06589147286821706,True,9_Debi Mazar
9,4,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,0.0,False,242.0,0.0,False,9_Debi Mazar
9,5,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,0.0,False,242.0,0.0,False,9_Debi Mazar
9,6,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,0.0,False,259.9991,0.0,False,9_Debi Mazar
9,7,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,0.0,False,175.5,0.0,False,9_Debi Mazar
9,8,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,0.0,False,131.0,0.0,False,9_Debi Mazar
9,9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,0.0,False,106.6663,0.0,False,9_Debi Mazar
9,10,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,45,Eliminated Week 3,12,3.0,0.0,False,82.5552,0.0,False,9_Debi Mazar
9,1,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,24.0,True,405.9984,0.05911353345234858,False,9_Melissa Joan Hart
9,2,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,19.0,True,294.0,0.06462585034013606,False,9_Melissa Joan Hart
9,3,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,19.0,True,258.0,0.07364341085271318,False,9_Melissa Joan Hart
9,4,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,28.0,True,242.0,0.11570247933884298,False,9_Melissa Joan Hart
9,5,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,23.0,True,242.0,0.09504132231404959,False,9_Melissa Joan Hart
9,6,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,23.9999,True,259.9991,0.09230762721870961,True,9_Melissa Joan Hart
9,7,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,0.0,False,175.5,0.0,False,9_Melissa Joan Hart
9,8,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,0.0,False,131.0,0.0,False,9_Melissa Joan Hart
9,9,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,0.0,False,106.6663,0.0,False,9_Melissa Joan Hart
9,10,Melissa Joan Hart,Mark Ballas,Actor/Actress,33,Eliminated Week 6,9,6.0,0.0,False,82.5552,0.0,False,9_Melissa Joan Hart
9,1,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,28.9998,True,405.9984,0.0714283603088091,False,9_Mark Dacascos
9,2,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,21.0,True,294.0,0.07142857142857142,False,9_Mark Dacascos
9,3,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,18.0,True,258.0,0.06976744186046512,False,9_Mark Dacascos
9,4,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,22.0,True,242.0,0.09090909090909091,False,9_Mark Dacascos
9,5,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,26.0,True,242.0,0.10743801652892562,False,9_Mark Dacascos
9,6,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,32.0,True,259.9991,0.12307734911390078,False,9_Mark Dacascos
9,7,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,21.5,True,175.5,0.1225071225071225,True,9_Mark Dacascos
9,8,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,0.0,False,131.0,0.0,False,9_Mark Dacascos
9,9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,0.0,False,106.6663,0.0,False,9_Mark Dacascos
9,10,Mark Dacascos,Lacey Schwimmer,Actor/Actress,45,Eliminated Week 7,6,7.0,0.0,False,82.5552,0.0,False,9_Mark Dacascos
9,1,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,22.0,True,405.9984,0.05418740566465287,False,9_Chuck Liddell
9,2,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,19.0,True,294.0,0.06462585034013606,False,9_Chuck Liddell
9,3,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,17.0,True,258.0,0.06589147286821706,False,9_Chuck Liddell
9,4,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,17.0,True,242.0,0.07024793388429752,True,9_Chuck Liddell
9,5,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,0.0,False,242.0,0.0,False,9_Chuck Liddell
9,6,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,0.0,False,259.9991,0.0,False,9_Chuck Liddell
9,7,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,0.0,False,175.5,0.0,False,9_Chuck Liddell
9,8,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,0.0,False,131.0,0.0,False,9_Chuck Liddell
9,9,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,0.0,False,106.6663,0.0,False,9_Chuck Liddell
9,10,Chuck Liddell,Anna Trebunskaya,Athlete,39,Eliminated Week 4,11,4.0,0.0,False,82.5552,0.0,False,9_Chuck Liddell
9,1,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,26.9998,True,405.9984,0.06650223252111338,False,9_Natalie Coughlin
9,2,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,21.0,True,294.0,0.07142857142857142,False,9_Natalie Coughlin
9,3,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,26.0,True,258.0,0.10077519379844961,False,9_Natalie Coughlin
9,4,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,24.0,True,242.0,0.09917355371900827,False,9_Natalie Coughlin
9,5,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,22.0,True,242.0,0.09090909090909091,True,9_Natalie Coughlin
9,6,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,0.0,False,259.9991,0.0,False,9_Natalie Coughlin
9,7,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,0.0,False,175.5,0.0,False,9_Natalie Coughlin
9,8,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,0.0,False,131.0,0.0,False,9_Natalie Coughlin
9,9,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,0.0,False,106.6663,0.0,False,9_Natalie Coughlin
9,10,Natalie Coughlin,Alec Mazo,Athlete,27,Eliminated Week 5,10,5.0,0.0,False,82.5552,0.0,False,9_Natalie Coughlin
9,1,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,26.9998,True,405.9984,0.06650223252111338,False,9_Louie Vito
9,2,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,19.0,True,294.0,0.06462585034013606,False,9_Louie Vito
9,3,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,20.0,True,258.0,0.07751937984496124,False,9_Louie Vito
9,4,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,16.0,True,242.0,0.06611570247933884,False,9_Louie Vito
9,5,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,22.0,True,242.0,0.09090909090909091,False,9_Louie Vito
9,6,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,24.0,True,259.9991,0.09230801183542559,True,9_Louie Vito
9,7,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,0.0,False,175.5,0.0,False,9_Louie Vito
9,8,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,0.0,False,131.0,0.0,False,9_Louie Vito
9,9,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,0.0,False,106.6663,0.0,False,9_Louie Vito
9,10,Louie Vito,Chelsie Hightower,Athlete,21,Eliminated Week 6,8,6.0,0.0,False,82.5552,0.0,False,9_Louie Vito
9,1,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,19.0,True,405.9984,0.046798213983109294,False,9_Michael Irvin
9,2,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,20.0,True,294.0,0.06802721088435375,False,9_Michael Irvin
9,3,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,14.0,True,258.0,0.05426356589147287,False,9_Michael Irvin
9,4,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,16.0,True,242.0,0.06611570247933884,False,9_Michael Irvin
9,5,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,21.0,True,242.0,0.08677685950413223,False,9_Michael Irvin
9,6,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,21.9998,True,259.9991,0.08461490828237482,False,9_Michael Irvin
9,7,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,23.5,True,175.5,0.1339031339031339,True,9_Michael Irvin
9,8,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,0.0,False,131.0,0.0,False,9_Michael Irvin
9,9,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,0.0,False,106.6663,0.0,False,9_Michael Irvin
9,10,Michael Irvin,Anna Demidova,Athlete,43,Eliminated Week 7,7,7.0,0.0,False,82.5552,0.0,False,9_Michael Irvin
9,1,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,33.9999,True,405.9984,0.08374392608443776,False,9_Joanna Krupa
9,2,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,20.0,True,294.0,0.06802721088435375,False,9_Joanna Krupa
9,3,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,23.0,True,258.0,0.08914728682170543,False,9_Joanna Krupa
9,4,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,26.0,True,242.0,0.10743801652892562,False,9_Joanna Krupa
9,5,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,24.0,True,242.0,0.09917355371900827,False,9_Joanna Krupa
9,6,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,35.9999,True,259.9991,0.13846163313642237,False,9_Joanna Krupa
9,7,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,27.5,True,175.5,0.15669515669515668,False,9_Joanna Krupa
9,8,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,26.0,True,131.0,0.1984732824427481,False,9_Joanna Krupa
9,9,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,27.0,True,106.6663,0.2531258701201785,True,9_Joanna Krupa
9,10,Joanna Krupa,Derek Hough,Model,30,Eliminated Week 9,4,9.0,0.0,False,82.5552,0.0,False,9_Joanna Krupa
9,1,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,19.9999,True,405.9984,0.04926103157056776,False,9_Kathy Ireland
9,2,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,18.0,True,294.0,0.061224489795918366,True,9_Kathy Ireland
9,3,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,258.0,0.0,False,9_Kathy Ireland
9,4,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,242.0,0.0,False,9_Kathy Ireland
9,5,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,242.0,0.0,False,9_Kathy Ireland
9,6,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,259.9991,0.0,False,9_Kathy Ireland
9,7,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,175.5,0.0,False,9_Kathy Ireland
9,8,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,131.0,0.0,False,9_Kathy Ireland
9,9,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,106.6663,0.0,False,9_Kathy Ireland
9,10,Kathy Ireland,Tony Dovolani,Model,46,Eliminated Week 2,14,2.0,0.0,False,82.5552,0.0,False,9_Kathy Ireland
9,1,Tom DeLay,Cheryl Burke,Politician,62,Withdrew,13,,19.9999,True,405.9984,0.04926103157056776,False,9_Tom DeLay
